context;influencer;regular_node_set_unique;regular_node_set_grouped;new_activations
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;9;[0];[0];1
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;0;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;1;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;2;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;3;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;4;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;5;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;6;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;7;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;8;[];[];0
-0.0030095541726444575 -0.000929369461282592 -0.0033641645179498525 0.008372505056293434 0.0067420328592817215 0.01220752794486193 -0.0010722985698468745 -0.0035598301450164628 -0.00699611752918039 0.003438887370079602;9;[];[];0
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;0;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;1;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;2;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;3;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;4;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;5;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;6;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;7;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;8;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.008049831772581473 0.007098248657093497 0.003841894348360708 0.011368667099012342 0.011379360053320875 0.01658913060292002 0.0058482039886076365 0.017308497908695864 -0.001040764741139477 0.00730188733108097;9;[1, 2, 3, 4, 6, 7, 8];[1, 2, 3, 4, 6, 7, 8];7
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;0;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;1;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;2;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;3;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;4;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;5;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;6;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;7;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;8;[0, 8, 3, 9];[0, 8, 3, 9];4
0.01343810864781574 0.01008066969259005 0.007352056689398534 0.00914164152500696 0.007494448560180977 0.013750756870018166 0.007130557196831378 0.022804355189561254 0.007660741596316201 0.006448906525022102;9;[0, 8, 3, 9];[0, 8, 3, 9];4
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;0;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;1;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;2;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;3;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;4;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;5;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;6;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;7;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;8;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.011345197437705058 0.008890447640493848 0.0019132980790782961 0.010703270289445265 0.009646738948018197 0.015169976860514977 0.009097930187701931 0.0363897693020165 0.010305428020513574 0.005635612031381565;9;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];10
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;0;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;1;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;2;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;3;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;4;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;5;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;6;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;7;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;8;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.010724614948113187 0.013973977014933548 -0.0008151153107719411 0.005436344722817621 0.007240257288448948 0.010711428511486144 0.009324274254013786 0.032232417213589624 0.015593749189149842 0.003052048993712453;9;[0, 1, 2, 3, 5, 6, 7, 8, 9];[0, 1, 2, 3, 5, 6, 7, 8, 9];9
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;0;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;1;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;2;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;3;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;4;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;5;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;6;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;7;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;8;[0, 4];[0, 4];2
0.009161157684571819 0.012001947899872255 -0.0007811435139002176 0.0056878647114724235 0.007822704604950114 0.0038283646147126093 0.0064543466318952355 0.03545149481533909 0.01627623174416102 0.00048010727664387075;9;[0, 4];[0, 4];2
0.007593606387117346 0.013479966549025679 0.00545840918685625 0.007796284782613539 0.008827036172116198 0.005236701392991483 0.007527669113532554 0.03599999516093107 0.024893949971735396 0.0008369506479501077;0;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];9
0.007593606387117346 0.013479966549025679 0.00545840918685625 0.007796284782613539 0.008827036172116198 0.005236701392991483 0.007527669113532554 0.03599999516093107 0.024893949971735396 0.0008369506479501077;1;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];9
0.007593606387117346 0.013479966549025679 0.00545840918685625 0.007796284782613539 0.008827036172116198 0.005236701392991483 0.007527669113532554 0.03599999516093107 0.024893949971735396 0.0008369506479501077;2;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];9
0.007593606387117346 0.013479966549025679 0.00545840918685625 0.007796284782613539 0.008827036172116198 0.005236701392991483 0.007527669113532554 0.03599999516093107 0.024893949971735396 0.0008369506479501077;3;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];9
0.007593606387117346 0.013479966549025679 0.00545840918685625 0.007796284782613539 0.008827036172116198 0.005236701392991483 0.007527669113532554 0.03599999516093107 0.024893949971735396 0.0008369506479501077;4;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];9
0.007593606387117346 0.013479966549025679 0.00545840918685625 0.007796284782613539 0.008827036172116198 0.005236701392991483 0.007527669113532554 0.03599999516093107 0.024893949971735396 0.0008369506479501077;5;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];9
0.007593606387117346 0.013479966549025679 0.00545840918685625 0.007796284782613539 0.008827036172116198 0.005236701392991483 0.007527669113532554 0.03599999516093107 0.024893949971735396 0.0008369506479501077;6;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];9
0.007593606387117346 0.013479966549025679 0.00545840918685625 0.007796284782613539 0.008827036172116198 0.005236701392991483 0.007527669113532554 0.03599999516093107 0.024893949971735396 0.0008369506479501077;7;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];9
